pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate,pl_bmasse_refname,pl_semimajoraxis,pl_semimajoraxiserr1,pl_semimajoraxiserr2,pl_aor,pl_aorerr1,pl_aorerr2,pl_tsm,pl_tsmerr1,pl_tsmerr2
Kepler-28 b,Kepler-28,1,1,2,Transit,2011,Kepler,Published Confirmed,0,<a refstr=STEFFEN_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.421.2342S/abstract target=ref> Steffen et al. 2012 </a>,5.9123,7.04e-06,-7.04e-06,0.0,0.062,,,0.0,3.6,0.097,-0.088,0.0,0.321,,,0.0,479.9,,,1.0,1.51,,,1.0,Mass,,,,,57.97121099125651,,,,768.0026408794763,,,,1.0,<a refstr=STEFFEN_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.421.2342S/abstract target=ref> Steffen et al. 2012 </a>,,4590.0,93.0,-93.0,0.0,0.7,0.03,-0.03,0.0,0.75,0.03,-0.04,0.0,0.34,,,0.0,[M/H],4.29,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h28m32.89s,292.1370409,+42d25m46.14s,42.4294835,438.359,4.6705,-4.6705,15.13,0.057,-0.057,13.334,0.023,-0.023,12.719,0.028,-0.028,15.0257,0.000497,-0.000497,2014-05-14,2012-04,2014-05-14,<a refstr=STEFFEN_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.421.2342S/abstract target=ref> Steffen et al. 2012 </a>,0.05814766582151669,0.0008896340498804334,-0.0008907309644952677,17.934954825127214,0.7746058751721634,-0.8571937781024843,,,
Kepler-28 c,Kepler-28,1,1,2,Transit,2011,Kepler,Published Confirmed,0,<a refstr=STEFFEN_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.421.2342S/abstract target=ref> Steffen et al. 2012 </a>,8.9858,1.437e-05,-1.437e-05,0.0,0.081,,,0.0,3.4,0.1,-0.082,0.0,0.303,,,0.0,432.23,,,1.0,1.36,,,1.0,Mass,,,,,33.17508102278589,,,,667.9787062366277,,,,1.0,<a refstr=STEFFEN_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.421.2342S/abstract target=ref> Steffen et al. 2012 </a>,,4590.0,93.0,-93.0,0.0,0.7,0.03,-0.03,0.0,0.75,0.03,-0.04,0.0,0.34,,,0.0,[M/H],4.29,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h28m32.89s,292.1370409,+42d25m46.14s,42.4294835,438.359,4.6705,-4.6705,15.13,0.057,-0.057,13.334,0.023,-0.023,12.719,0.028,-0.028,15.0257,0.000497,-0.000497,2014-05-14,2012-04,2014-05-14,<a refstr=STEFFEN_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.421.2342S/abstract target=ref> Steffen et al. 2012 </a>,0.07686192882676676,0.0011152533463825581,-0.0012654621879013145,23.631326694175208,1.1484243082516876,-1.071815552068017,,,
Kepler-281 d,Kepler-281,1,1,3,Transit,2021,Kepler,Published Confirmed,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,148.2720032,0.0008254,-0.0008254,0.0,,,,,5.937,1.12,-0.38,0.0,0.53,,,0.0,,,,,,,,,,,,,,2.5131796383005707,,,,350.4414780248971,,,,0.0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5717.0,156.0,-173.0,0.0,0.88,0.23,-0.08,0.0,0.98,0.1,-0.11,0.0,0.0,0.25,-0.3,0.0,[Fe/H],4.54,0.04,-0.19,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h36m25.96s,294.1081465,+44d46m14.35s,44.7706524,1745.45,104.77,-93.73,15.931,0.149,-0.149,14.5,0.025,-0.025,13.994,0.058,-0.058,15.7537,0.000527,-0.000527,2021-12-05,2022-02,2021-12-05,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,0.5442582149018648,0.018847522875698908,-0.02106703241779806,132.76472045623777,27.30094203721478,-20.948934852427215,4.612052725057415,2.7558023641385265,-1.7089955336373333
Kepler-283 b,Kepler-283,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,11.008151,2.9e-05,-2.9e-05,0.0,0.082,,,0.0,2.13,0.26,-0.26,0.0,0.19,0.023,-0.023,0.0,,,,,,,,,,,,,,14.755001557586878,,,,545.4995983642041,,,,0.0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,4351.0,100.0,-100.0,0.0,0.57,0.02,-0.02,0.0,0.66,0.03,-0.04,,-0.2,,,,,4.72,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h34m27.30s,293.6137413,+47d50m20.18s,47.838938,468.094,7.94,-7.684,16.216,0.275,-0.275,13.927,0.022,-0.022,13.139,0.03,-0.03,15.8753,0.000719,-0.000719,2014-05-14,2014-03,2014-05-14,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0.08432366143824621,0.0015663745223475217,-0.00159652958053276,31.822280924516363,1.2607625099897604,-1.2764216312375218,6.487342370231807,2.6744817243530745,-2.147234716100658
Kepler-283 c,Kepler-283,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,92.743711,0.001413,-0.001413,0.0,0.341,,,0.0,1.82,0.12,-0.12,0.0,0.162,0.011,-0.011,0.0,,,,,,,,,,,,,,0.8606881122066405,,,,268.0841089699011,,,,1.0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,4351.0,100.0,-100.0,0.0,0.57,0.02,-0.02,0.0,0.66,0.03,-0.04,,-0.2,,,,,4.72,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h34m27.30s,293.6137413,+47d50m20.18s,47.838938,468.094,7.94,-7.684,16.216,0.275,-0.275,13.927,0.022,-0.022,13.139,0.03,-0.03,15.8753,0.000719,-0.000719,2014-05-14,2014-03,2014-05-14,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0.34913727275347617,0.006222600497318376,-0.006133991901141056,132.1302848877396,4.99703524608654,-5.3167116711741755,2.599138097822518,0.5439360211373097,-0.4884337924992055
Kepler-289 b,Kepler-289,1,1,3,Transit,2014,Kepler,Published Confirmed,0,<a refstr=SCHMITT_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...795..167S/abstract target=ref>Schmitt et al. 2014</a>,34.545,0.0005,-0.0005,0.0,0.21,0.01,-0.01,0.0,2.15,0.1,-0.1,0.0,0.192,0.009,-0.009,0.0,7.3,6.8,-6.8,0.0,0.023,0.021,-0.021,0.0,Mass,,,,,25.56973338442733,,,,625.88013873773,,,,1.0,<a refstr=SCHMITT_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...795..167S/abstract target=ref>Schmitt et al. 2014</a>,,5990.0,38.0,-38.0,0.0,1.0,0.02,-0.02,0.0,1.08,0.02,-0.02,0.0,0.05,0.04,-0.04,0.0,[Fe/H],4.47,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m51.68s,297.4653351,+42d52m58.27s,42.8828517,704.438,8.809,-8.809,14.142,0.069,-0.069,12.861,0.022,-0.022,12.508,0.022,-0.022,13.9628,0.000365,-0.000365,2014-11-19,2014-11,2014-11-19,<a refstr=SCHMITT_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...795..167S/abstract target=ref>Schmitt et al. 2014</a>,0.21288626588074372,0.0012906747165556398,-0.0012932698136942367,45.79944338756934,0.9719720572076085,-0.931133250636826,2.4881452577504106,4.111767484915261,-1.0720855872469288
Kepler-289 c,Kepler-289,1,1,3,Transit,2014,Kepler,Published Confirmed,0,<a refstr=SCHMITT_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...795..167S/abstract target=ref>Schmitt et al. 2014</a>,125.8518,0.0076,-0.0076,0.0,0.51,0.03,-0.03,0.0,11.59,0.19,-0.19,0.0,1.034,0.017,-0.017,0.0,132.0,17.0,-17.0,0.0,0.42,0.05,-0.05,0.0,Mass,,,,,4.561355140536937,,,,406.75517968634546,,,,1.0,<a refstr=SCHMITT_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...795..167S/abstract target=ref>Schmitt et al. 2014</a>,,5990.0,38.0,-38.0,0.0,1.0,0.02,-0.02,0.0,1.08,0.02,-0.02,0.0,0.05,0.04,-0.04,0.0,[Fe/H],4.47,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m51.68s,297.4653351,+42d52m58.27s,42.8828517,704.438,8.809,-8.809,14.142,0.069,-0.069,12.861,0.022,-0.022,12.508,0.022,-0.022,13.9628,0.000365,-0.000365,2014-11-19,2014-11,2014-11-19,<a refstr=SCHMITT_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...795..167S/abstract target=ref>Schmitt et al. 2014</a>,0.5044276726130159,0.003185548023396323,-0.00337443063788867,108.4657049647459,2.2014446364472775,-2.1325112275478375,-12.862171966443373,1.5390636032072553,-2.022712633105815
Kepler-289 d,Kepler-289,1,1,3,Transit,2014,Kepler,Published Confirmed,0,<a refstr=SCHMITT_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...795..167S/abstract target=ref>Schmitt et al. 2014</a>,66.0634,0.0114,-0.0114,0.0,0.33,0.02,-0.02,0.0,2.68,0.17,-0.17,0.0,0.239,0.015,-0.015,0.0,4.0,0.9,-0.9,0.0,0.013,0.003,-0.003,0.0,Mass,,,,,10.771889774244762,,,,504.23454459512806,,,,1.0,<a refstr=SCHMITT_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...795..167S/abstract target=ref>Schmitt et al. 2014</a>,,5990.0,38.0,-38.0,0.0,1.0,0.02,-0.02,0.0,1.08,0.02,-0.02,0.0,0.05,0.04,-0.04,0.0,[Fe/H],4.47,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m51.68s,297.4653351,+42d52m58.27s,42.8828517,704.438,8.809,-8.809,14.142,0.069,-0.069,12.861,0.022,-0.022,12.508,0.022,-0.022,13.9628,0.000365,-0.000365,2014-11-19,2014-11,2014-11-19,<a refstr=SCHMITT_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...795..167S/abstract target=ref>Schmitt et al. 2014</a>,0.32812324091564027,0.002081416629602484,-0.0019811874914901773,70.51855857386192,1.56640672310796,-1.388950595975146,8.264073595702406,3.1382560165080147,-2.037325212077791
Kepler-29 b,Kepler-29,1,1,2,Transit,2011,Kepler,Published Confirmed,0,<a refstr=VISSAPRAGADA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..108V/abstract target=ref>Vissapragada et al. 2020</a>,10.33974,0.00014,-0.00015,0.0,,,,,2.55,0.12,-0.12,0.0,0.227,0.011,-0.011,0.0,5.0,1.5,-1.3,0.0,0.01573,0.00472,-0.00409,0.0,Mass,0.0,,,0.0,55.9,6.5,-4.8,0.0,761.038794557563,,,,1.0,<a refstr=VISSAPRAGADA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..108V/abstract target=ref>Vissapragada et al. 2020</a>,,5378.0,60.0,-60.0,0.0,0.73,0.03,-0.03,0.0,0.76,0.02,-0.03,0.0,-0.44,0.04,-0.04,0.0,[Fe/H],4.6,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h53m23.61s,298.348382,+47d29m28.69s,47.4913021,832.532,26.3765,-26.3765,15.547,0.092,-0.092,14.131,0.03,-0.03,13.657,0.045,-0.045,15.2819,0.000474,-0.000474,2020-05-01,2020-03,2020-05-07,<a refstr=VISSAPRAGADA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..108V/abstract target=ref>Vissapragada et al. 2020</a>,0.08473512273496643,0.0009007022649193952,-0.0009060611134929786,24.913838664057117,1.1155567429554978,-0.9635567016780122,8.842047373666793,3.7975490497858786,-2.089463375040247
Kepler-29 c,Kepler-29,1,1,2,Transit,2011,Kepler,Published Confirmed,0,<a refstr=VISSAPRAGADA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..108V/abstract target=ref>Vissapragada et al. 2020</a>,13.28613,0.00026,-0.00021,0.0,,,,,2.34,0.12,-0.11,0.0,0.209,0.011,-0.01,0.0,4.5,1.1,-1.1,0.0,0.01416,0.00346,-0.00346,0.0,Mass,0.0,,,0.0,34.4,3.8,-3.8,0.0,700.0200878389622,,,,1.0,<a refstr=VISSAPRAGADA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..108V/abstract target=ref>Vissapragada et al. 2020</a>,,5378.0,60.0,-60.0,0.0,0.73,0.03,-0.03,0.0,0.76,0.02,-0.03,0.0,-0.44,0.04,-0.04,0.0,[Fe/H],4.6,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h53m23.61s,298.348382,+47d29m28.69s,47.4913021,832.532,26.3765,-26.3765,15.547,0.092,-0.092,14.131,0.03,-0.03,13.657,0.045,-0.045,15.2819,0.000474,-0.000474,2020-05-04,2020-03,2020-05-07,<a refstr=VISSAPRAGADA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..108V/abstract target=ref>Vissapragada et al. 2020</a>,0.10011597928674415,0.0011310726040357072,-0.001114854802796092,29.569071277712926,1.2610933448181143,-1.2815017609970987,7.0703610354838515,2.7257779787598944,-1.714365738513961
Kepler-290 d,Kepler-290,1,1,3,Transit,2023,Kepler,Kepler Project Candidate (q1_q17_dr25_koi),0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,0.76401755,3.77e-06,-3.77e-06,0.0,0.0154,,,0.0,0.86,0.12,-0.07,0.0,,,,,,,,,,,,,,0.0,,,0.0,1503.79,649.53,-390.73,0.0,1589.0,,,0.0,0.0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5142.0,153.0,-153.0,0.0,0.76,0.1,-0.07,0.0,0.84,0.07,-0.09,0.0,-0.06,0.3,-0.3,0.0,[Fe/H],4.6,0.03,-0.08,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h05m38.41s,286.4100307,+42d40m53.45s,42.6815137,694.627,14.518,-13.946,15.775,0.08,-0.08,14.054,0.026,-0.026,13.452,0.038,-0.038,15.5648,0.000486,-0.000486,2017-05-08,2017-08-31 00:00,2017-05-08,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,0.015403608528242387,0.00048493118722529177,-0.0004828929670715864,4.382231953486817,0.561567022931655,-0.46244609779131274,1.0244989302930716,0.4713571376804251,-0.3334577489032625
Kepler-292 b,Kepler-292,1,1,5,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,2.580827,2e-05,-2e-05,0.0,0.035,,,0.0,1.32,0.14,-0.14,0.0,0.118,0.012,-0.012,0.0,,,,,,,,,,,,,,393.0187165661638,,,,1239.2614166532007,,,,0.0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5299.0,100.0,-100.0,0.0,0.83,0.07,-0.07,0.0,0.88,0.05,-0.04,,-0.1,,,,,4.54,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h43m03.89s,295.7661979,+42d25m27.42s,42.4242822,1056.48,45.79,-42.19,16.303,0.069,-0.069,14.537,0.028,-0.028,13.97,0.057,-0.057,15.9419,0.000569,-0.000569,2014-05-14,2014-03,2014-05-14,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0.03529703742384241,0.0005835979553683937,-0.000627082007713102,9.100911441725179,0.9012552092872603,-0.6629139348971922,0.4160633014508272,0.1628781490476044,-0.126306108967986
Kepler-292 c,Kepler-292,1,1,5,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,3.715335,3.3e-05,-3.3e-05,0.0,0.045,,,0.0,1.47,0.15,-0.15,0.0,0.131,0.013,-0.013,0.0,,,,,,,,,,,,,,241.7841268956968,,,,1097.530421114668,,,,0.0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5299.0,100.0,-100.0,0.0,0.83,0.07,-0.07,0.0,0.88,0.05,-0.04,,-0.1,,,,,4.54,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h43m03.89s,295.7661979,+42d25m27.42s,42.4242822,1056.48,45.79,-42.19,16.303,0.069,-0.069,14.537,0.028,-0.028,13.97,0.057,-0.057,15.9419,0.000569,-0.000569,2014-05-14,2014-03,2014-05-14,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0.04500379656072229,0.0007676768815433541,-0.000752796064064469,11.628425022603327,1.1066932907224771,-0.8648396289560516,0.43176662919517816,0.16828998523409433,-0.12450612222985602
Kepler-292 d,Kepler-292,1,1,5,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,7.055679,4.3e-05,-4.3e-05,0.0,0.068,,,0.0,2.23,0.21,-0.21,0.0,0.199,0.019,-0.019,0.0,,,,,,,,,,,,,,102.81109993678791,,,,886.277291136295,,,,0.0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5299.0,100.0,-100.0,0.0,0.83,0.07,-0.07,0.0,0.88,0.05,-0.04,,-0.1,,,,,4.54,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h43m03.89s,295.7661979,+42d25m27.42s,42.4242822,1056.48,45.79,-42.19,16.303,0.069,-0.069,14.537,0.028,-0.028,13.97,0.057,-0.057,15.9419,0.000569,-0.000569,2014-05-14,2014-03,2014-05-14,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0.06904832636763522,0.0011236223926810174,-0.0013378569198704837,17.907994871710706,1.7916657814592547,-1.4017107119056398,3.9994504578571703,1.3017009452744412,-1.1040445870333295
Kepler-292 e,Kepler-292,1,1,5,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,11.97901,0.000101,-0.000101,0.0,0.097,,,0.0,2.67,0.35,-0.35,0.0,0.238,0.031,-0.031,0.0,,,,,,,,,,,,,,50.76104114685838,,,,742.9203429646659,,,,0.0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5299.0,100.0,-100.0,0.0,0.83,0.07,-0.07,0.0,0.88,0.05,-0.04,,-0.1,,,,,4.54,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h43m03.89s,295.7661979,+42d25m27.42s,42.4242822,1056.48,45.79,-42.19,16.303,0.069,-0.069,14.537,0.028,-0.028,13.97,0.057,-0.057,15.9419,0.000569,-0.000569,2014-05-14,2014-03,2014-05-14,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0.09813303331246431,0.0017005736862321652,-0.0016859230354993454,25.4575617052707,2.3640742784739075,-2.0596514193199518,4.234299272763983,2.0084737330517815,-1.4397067009081805
Kepler-292 f,Kepler-292,1,1,5,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,20.834237,0.000184,-0.000184,0.0,0.141,,,0.0,2.35,0.22,-0.22,0.0,0.21,0.02,-0.02,0.0,,,,,,,,,,,,,,24.26917188801222,,,,617.7650857818792,,,,0.0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5299.0,100.0,-100.0,0.0,0.83,0.07,-0.07,0.0,0.88,0.05,-0.04,,-0.1,,,,,4.54,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h43m03.89s,295.7661979,+42d25m27.42s,42.4242822,1056.48,45.79,-42.19,16.303,0.069,-0.069,14.537,0.028,-0.028,13.97,0.057,-0.057,15.9419,0.000569,-0.000569,2014-05-14,2014-03,2014-05-14,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0.14210084264263134,0.0023458586013315186,-0.0024891808623483946,36.9404716771061,3.335421338028823,-3.030100846315264,2.9927035275303635,1.0462022416433432,-0.8202108519117259
Kepler-297 d,Kepler-297,1,1,3,Transit,2023,Kepler,Kepler Project Candidate (q1_q17_dr25_koi),0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,150.0189511,0.0001744,-0.0001744,0.0,0.523,,,0.0,32.6,3.6,-2.94,0.0,,,,,,,,,,,,,,0.0,,,0.0,2.62,0.88,-0.62,0.0,325.0,,,0.0,0.0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5618.0,112.0,-112.0,0.0,0.9,0.1,-0.08,0.0,0.85,0.06,-0.05,0.0,-0.22,0.15,-0.15,0.0,[Fe/H],4.46,0.08,-0.09,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h52m50.20s,283.2091605,+48d46m39.42s,48.7776156,692.14,8.083,-7.901,14.326,0.16,-0.16,13.122,0.025,-0.025,12.78,0.031,-0.031,14.1922,0.00026,-0.00026,2017-05-08,2017-08-31 00:00,2017-05-08,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,0.5235491127015728,0.011599666486119542,-0.011307903621816329,125.55882381977858,14.862828903971263,-12.25566698122303,-75.64633115926082,15.972324084986035,-16.285249292390603
